id,kcbs_competition_id,name,location,state,start_date,is_state_championship,prize_amount,percent_judges_certified,created_at,updated_at
17,638,Boots & BBQ,"Claremore, OK",OK,2007-05-18,true,,,2018-11-17 23:04:30,2018-11-17 23:04:30
18,639,Chesapeake Jubilee BBQ Cookoff,"Chesapeake, VA",VA,2007-05-18,true,,,2018-11-17 23:04:30,2018-11-17 23:04:30
19,640,Bloomin' Barbeque & Bluegrass,"Sevierville, TN",TN,2007-05-18,true,,,2018-11-17 23:04:30,2018-11-17 23:04:30
20,641,Great American Barbecue Contest,"Kansas City, KS",KS,2007-05-25,false,,,2018-11-17 23:04:31,2018-11-17 23:04:31
21,642,Lincolnton Hog Happenin',"Lincolnton, NC",NC,2007-06-01,true,,,2018-11-17 23:04:31,2018-11-17 23:04:31
22,643,Raytown State Championship BBQ,"Raytown, MO",MO,2007-06-08,true,,,2018-11-17 23:04:31,2018-11-17 23:04:31
23,644,King City BBQ Showdown,"Mt. Vernon, IL",IL,2007-06-08,true,,,2018-11-17 23:04:32,2018-11-17 23:04:32
24,645,State Center BBQ Championship,"State Center, IA",IA,2007-06-15,true,,,2018-11-17 23:04:32,2018-11-17 23:04:32
25,647,Elk Grove Rotary Ribfest 2007,"Elk Grove, IL",IL,2007-06-15,true,,,2018-11-17 23:04:32,2018-11-17 23:04:32
26,648,Colorado Barbecue Challenge,"Frisco, CO",CO,2007-06-15,true,,,2018-11-17 23:04:33,2018-11-17 23:04:33
27,649,Tennessee Heritage Barbecue Festival,"Smyrna, TN",TN,2007-06-16,true,,,2018-11-17 23:04:33,2018-11-17 23:04:33
28,651,AT&T TN State Championship BBQ Cook-Off,"Lawrenceburg, TN",TN,2007-06-22,true,,,2018-11-17 23:04:33,2018-11-17 23:04:33
29,652,Smok'n in the Ozarks,"Mountain Grove, MO",MO,2007-06-22,true,,,2018-11-17 23:04:34,2018-11-17 23:04:34
30,653,26th Annual Great Lenexa Barbeque Battle,"Lenexa, KS",KS,2007-06-22,true,,,2018-11-17 23:04:34,2018-11-17 23:04:34
31,654,Squealin' on the Square,"Murray, KY",KY,2007-06-29,true,,,2018-11-17 23:04:34,2018-11-17 23:04:34
32,655,Lake Placid NY I Love BBQ Festival,"Lake Placid, NY",NY,2007-06-29,true,,,2018-11-17 23:04:35,2018-11-17 23:04:35
33,656,Kiwanis Club of Durango's Smokin' 4th BBQ Shootout,"Durango, CO",CO,2007-07-03,true,,,2018-11-17 23:04:35,2018-11-17 23:04:35
34,658,Illinois State Championship & Butt to Butt Pork Invitational,"Shannon, IL",IL,2007-07-13,true,,,2018-11-17 23:04:35,2018-11-17 23:04:35
35,659,"RiverFest, Red White & Que","Bellevue, NE",NE,2007-07-20,true,,,2018-11-17 23:04:36,2018-11-17 23:04:36
36,660,Wild Blue Barbeque,"Burlington, KS",KS,2007-07-20,true,,,2018-11-17 23:04:36,2018-11-17 23:04:36
37,661,Laurie Hillbilly BBQ Cookoff,"Laurie, MO",MO,2007-08-03,true,,,2018-11-17 23:04:36,2018-11-17 23:04:36
38,662,Axtell SmokeEaters BBQ,"Axtell, KS",KS,2007-08-10,true,,,2018-11-17 23:04:37,2018-11-17 23:04:37
39,663,Hudson Valley Ribfest,"Highland, NY",NY,2007-08-18,true,,,2018-11-17 23:04:37,2018-11-17 23:04:37
40,664,Florence Labor Day BBQ Cookoff,"Florence, KS",KS,2007-09-02,true,,,2018-11-17 23:04:37,2018-11-17 23:04:37
41,666,Smoke on the Water Championship BBQ Cookoff,"Pine Bluff, AR",AR,2007-09-14,true,,,2018-11-17 23:04:38,2018-11-17 23:04:38
42,667,"Bikes, Blues & BBQ","Fayetteville, AR",AR,2007-10-05,true,,,2018-11-17 23:04:38,2018-11-17 23:04:38
43,668,Tennessee State BBQ & Fall Festival,"Lenoir, TN",TN,2007-10-12,true,,,2018-11-17 23:04:38,2018-11-17 23:04:38
44,669,Ohio Smoked Meat and BBQ State Championship,"Nelsonville, OH",OH,2007-10-19,true,,,2018-11-17 23:04:39,2018-11-17 23:04:39
45,678,Platte City/Basswood Resort BBQ,"Platte City, MO",MO,2007-05-11,true,,,2018-11-17 23:04:39,2018-11-17 23:04:39
46,680,Mississippi Springfest,"Ashland, MS",MS,2007-05-04,true,,,2018-11-17 23:04:39,2018-11-17 23:04:39
47,681,Johnson County Fair BBQ,"Warrensburg, MO",MO,2007-07-13,true,,,2018-11-17 23:04:39,2018-11-17 23:04:39
48,682,SC Festival of Discovery,"Greenwood, SC",SC,2007-07-13,true,,,2018-11-17 23:04:40,2018-11-17 23:04:40
49,683,Crossroads BBQ Cookoff,"Cameron, MO",MO,2007-06-29,true,,,2018-11-17 23:04:40,2018-11-17 23:04:40
50,684,BBQ on the River & Fly-In,"Excelsior Springs, MO",MO,2007-08-17,true,,,2018-11-17 23:04:40,2018-11-17 23:04:40
51,686,Flint Hills Beef Fest Blues & BBQ,"Emporia, KS",KS,2007-08-17,true,,,2018-11-17 23:04:41,2018-11-17 23:04:41
52,688,Up in Smoke BBQ Bash,"Mason City, IA",IA,2007-07-27,true,,,2018-11-17 23:04:41,2018-11-17 23:04:41
53,696,Great Pork BarbeQlossal,"Des Moines, IA",IA,2007-06-07,false,,,2018-11-17 23:04:41,2018-11-17 23:04:41
54,697,2nd Annual Oklahoma Joes BBQ Cookoff & 2007 World Brisket Open,"Kansas City, KS",KS,2007-05-18,true,,,2018-11-17 23:04:42,2018-11-17 23:04:42
55,702,Pork in the Park BBQ,"Salisbury, MD",MD,2007-04-20,true,,,2018-11-17 23:04:42,2018-11-17 23:04:42
56,703,Blue Ridge BBQ Festival,"Tryon, NC",NC,2007-06-08,true,,,2018-11-17 23:04:42,2018-11-17 23:04:42
57,704,Princeton Rotary Burning Down the Fox,"Princeton, WI",WI,2007-08-24,true,,,2018-11-17 23:04:43,2018-11-17 23:04:43
58,705,Smokin Behind the Barn,"Winfield, KS",KS,2007-08-31,true,,,2018-11-17 23:04:43,2018-11-17 23:04:43
59,713,20th Annual Winchester High on the Hog,"Winchester, TN",TN,2007-04-20,true,,,2018-11-17 23:04:43,2018-11-17 23:04:43
60,714,New Mexico Pork & Brew BBQ,"Rio Rancho, NM",NM,2007-03-30,true,,,2018-11-17 23:04:44,2018-11-17 23:04:44
61,715,Lakeland Pig Festival,"Lakeland, FL",FL,2007-01-25,true,,,2018-11-17 23:04:44,2018-11-17 23:04:44
62,717,Mitchell Co. BBQ Championship & Hog Wild Festival,"Mobile, AL",AL,2007-03-08,true,,,2018-11-17 23:04:44,2018-11-17 23:04:44
63,718,The Greater Emporia BBQ Festival,"Emporia, KS",KS,2007-08-10,true,,,2018-11-17 23:04:44,2018-11-17 23:04:44
64,719,16th Annual McLouth BBQ Blowout,"McLouth, KS",KS,2007-06-01,true,,,2018-11-17 23:04:45,2018-11-17 23:04:45
65,720,Celebration Cookoff,"Lyons, KS",KS,2007-05-04,true,,,2018-11-17 23:04:45,2018-11-17 23:04:45
66,721,BBQ'loo & Blues Too,"Waterloo, IA",IA,2007-07-20,true,,,2018-11-17 23:04:45,2018-11-17 23:04:45
67,722,Silver Lake Sand Dunes BBQ,"Mears, MI",MI,2007-09-14,true,,,2018-11-17 23:04:46,2018-11-17 23:04:46
68,724,Grilling on the River,"Columbus, MS",MS,2007-04-13,true,,,2018-11-17 23:04:46,2018-11-17 23:04:46
69,725,Smithfield's Slammin BBQ Throw Down,"Norfolk, VA",VA,2007-04-27,true,,,2018-11-17 23:04:46,2018-11-17 23:04:46
70,726,Boone County Fair & BBQ Contest,"Columbia, MO",MO,2007-07-27,true,,,2018-11-17 23:04:47,2018-11-17 23:04:47
71,727,Atchison Elks ""Smokin Good Time"" BBQ,"Atchison, KS",KS,2007-09-14,true,,,2018-11-17 23:04:47,2018-11-17 23:04:47
72,728,Pigs in the Park,"Danville, VA",VA,2007-05-18,true,,,2018-11-17 23:04:47,2018-11-17 23:04:47
73,729,Kingsford/MasterCut Modesto State BBQ Championship,"Modesto, CA",CA,2007-05-04,true,,,2018-11-17 23:04:48,2018-11-17 23:04:48
74,730,Smoke in the Air State Champ.,"Park City, KS",KS,2007-09-14,true,,,2018-11-17 23:04:48,2018-11-17 23:04:48
75,748,Beltway Barbeque Showdown,"Landover, MD",MD,2007-05-18,true,,,2018-11-17 23:04:48,2018-11-17 23:04:48
76,749,Hammond Smokin' Blues & BBQ Challenge,"Hammond, LA",LA,2007-03-30,true,,,2018-11-17 23:04:49,2018-11-17 23:04:49
77,750,Best Dam BBQ,"Boulder City, NV",NV,2007-05-25,true,,,2018-11-17 23:04:49,2018-11-17 23:04:49
78,751,Big Blue Barbeque,"Marysville, KS",KS,2007-06-01,true,,,2018-11-17 23:04:49,2018-11-17 23:04:49
79,752,Georgia Barbecue Classic,"Cartersville, GA",GA,2007-06-01,true,,,2018-11-17 23:04:50,2018-11-17 23:04:50
80,753,Haleyville Rotary Club 9-1-1 Backyard BBQ Cookoff,"Haleyville, AL",AL,2007-06-08,true,,,2018-11-17 23:04:50,2018-11-17 23:04:50
81,754,Rock 'n Ribfest,"Nashua, NH",NH,2007-06-22,true,,,2018-11-17 23:04:50,2018-11-17 23:04:50
82,755,The Taste of Freedom Barbeque Cookoff,"Albertville, AL",AL,2007-06-29,true,,,2018-11-17 23:04:51,2018-11-17 23:04:51
83,756,4th Annual Anthony Downs BBQ Cookoff,"Anthony, KS",KS,2007-07-20,true,,,2018-11-17 23:04:51,2018-11-17 23:04:51
84,757,Wild West Barbecue,"Lamar, CO",CO,2007-08-03,true,,,2018-11-17 23:04:51,2018-11-17 23:04:51
85,758,Great Pacific BBQ & Bluegrass Festival,"Pacific, MO",MO,2007-08-17,true,,,2018-11-17 23:04:52,2018-11-17 23:04:52
86,760,"Madison Ribberfest BBQ, Blues & Balloons","Madison, IN",IN,2007-08-17,true,,,2018-11-17 23:04:52,2018-11-17 23:04:52
87,763,The Big Pig Gig,"Menomonee Falls, WI",WI,2007-09-28,true,,,2018-11-17 23:04:52,2018-11-17 23:04:52
88,764,4th Annual Downtown Blues & BBQ Festival,"Texarkana, AR",AR,2007-10-12,true,,,2018-11-17 23:04:53,2018-11-17 23:04:53
89,767,Redneck BBQ,"Sikeston, MO",MO,2007-04-13,true,,,2018-11-17 23:04:53,2018-11-17 23:04:53
90,768,Tiger Shrine Club Spring Fling,"Columbia, MO",MO,2007-05-11,true,,,2018-11-17 23:04:53,2018-11-17 23:04:53
91,772,2nd Annual Crow River BBQ,"Watertown, MN",MN,2007-07-20,true,,,2018-11-17 23:04:53,2018-11-17 23:04:53
92,773,Whistle Stop Festival & Rocket City BBQ,"Huntsville, AL",AL,2007-05-03,true,,,2018-11-17 23:04:54,2018-11-17 23:04:54
93,774,That Barbeque Thang in the Spring,"Sallisaw, OK",OK,2007-05-04,true,,,2018-11-17 23:04:54,2018-11-17 23:04:54
94,775,Malden in May BBQ,"Malden, MO",MO,2007-05-11,true,,,2018-11-17 23:04:54,2018-11-17 23:04:54
95,776,Smokin' in Hell Creek,"Sylvan Grove, KS",KS,2007-06-15,true,,,2018-11-17 23:04:55,2018-11-17 23:04:55
96,777,Iowa State BBQ Championship,"Marshalltown, IA",IA,2007-06-22,true,,,2018-11-17 23:04:55,2018-11-17 23:04:55
97,778,8th Annual Central KS BBQ & Chest to Chest Brisket Invitational,"Great Bend, KS",KS,2007-07-12,true,,,2018-11-17 23:04:55,2018-11-17 23:04:55
98,779,Taste of Grand Rapids & BBQ Competition,"Grand Rapids, MI",MI,2007-07-13,true,,,2018-11-17 23:04:56,2018-11-17 23:04:56
99,780,Glasgow Tri County Jamboree's Smokin on the River,"Glasgow, MO",MO,2007-07-20,true,,,2018-11-17 23:04:56,2018-11-17 23:04:56
100,781,The Harpoon Championship of New England,"Windsor, VT",VT,2007-07-28,true,,,2018-11-17 23:04:56,2018-11-17 23:04:56
101,782,Lynch Livestock Pig Stampede,"Waucoma, IA",IA,2007-08-03,true,,,2018-11-17 23:04:57,2018-11-17 23:04:57
102,783,BBQ at the Summit,"Dillon, CO",CO,2007-08-10,true,,,2018-11-17 23:04:57,2018-11-17 23:04:57
103,784,Stokin the Fire BBQ Festival,"Birmingham, AL",AL,2007-08-24,false,,,2018-11-17 23:04:57,2018-11-17 23:04:57
104,785,Ben Biken BBQ Bash,"Sparta, WI",WI,2007-09-07,true,,,2018-11-17 23:04:58,2018-11-17 23:04:58
105,786,Zoo B Que 2,"Racine, WI",WI,2007-09-21,true,,,2018-11-17 23:04:58,2018-11-17 23:04:58
106,787,Covington Lions Shermans Last Burning,"Covington, GA",GA,2007-10-12,true,,,2018-11-17 23:04:58,2018-11-17 23:04:58
107,788,Brain Injury Assoc. 3rd Annual BBQ,"Columbia, MO",MO,2007-10-12,true,,,2018-11-17 23:04:59,2018-11-17 23:04:59
108,789,Third Annual U.P. Hog Wild,"Iron Mountain, MI",MI,2007-07-20,true,,,2018-11-17 23:04:59,2018-11-17 23:04:59
109,790,Cherokee Pignic,"Canton, GA",GA,2007-10-19,true,,,2018-11-17 23:04:59,2018-11-17 23:04:59
110,796,Q for the Kids,"Fairbanks, IN",IN,2007-06-01,true,,,2018-11-17 23:05:00,2018-11-17 23:05:00
111,797,Hy-Vee Barry Road Cookoff,"Kansas City, MO",MO,2007-04-20,true,,,2018-11-17 23:05:00,2018-11-17 23:05:00
112,798,19th Annual Stillwater Elks Blazathon,"Stillwater, OK",OK,2007-03-30,true,,,2018-11-17 23:05:00,2018-11-17 23:05:00
113,799,Grasshopper Festival BBQ,"Augusta, KS",KS,2007-06-01,true,,,2018-11-17 23:05:00,2018-11-17 23:05:00
114,800,New Jersey State BBQ Championship,"North Wildwood, NJ",NJ,2007-07-13,true,,,2018-11-17 23:05:01,2018-11-17 23:05:01
115,801,Harvard Fall Festival BBQ Cookoff,"Harvard, MA",MA,2007-09-15,false,,,2018-11-17 23:05:01,2018-11-17 23:05:01
116,802,Capital City Cookoff,"Jefferson City, MO",MO,2007-04-13,true,,,2018-11-17 23:05:01,2018-11-17 23:05:01
117,803,Amazin Blazin BBQ Cookoff,"Lebanon, TN",TN,2007-08-17,true,,,2018-11-17 23:05:02,2018-11-17 23:05:02
118,804,2nd Annual Chesapeake Bay BBQ Cookoff,"Stevensville, MD",MD,2007-07-27,false,,,2018-11-17 23:05:02,2018-11-17 23:05:02
119,805,Variety Childrens Charity BBQ Bash,"Memphis, TN",TN,2007-06-08,true,,,2018-11-17 23:05:02,2018-11-17 23:05:02
120,806,"Bikes, Boogie & Barbeque","Gastonia, NC",NC,2007-09-07,true,,,2018-11-17 23:05:03,2018-11-17 23:05:03
121,807,Oinktoberfest,"Clarence, NY",NY,2007-09-28,true,,,2018-11-17 23:05:03,2018-11-17 23:05:03
122,808,New Holland Summer Fest,"New Holland, PA",PA,2007-08-24,true,,,2018-11-17 23:05:03,2018-11-17 23:05:03
123,809,"Fiddlin', Brewin' & BarBQ'n","Nashville, TN",TN,2007-09-28,true,,,2018-11-17 23:05:04,2018-11-17 23:05:04
124,810,Benton Kiwanis Barbecue Kookoff,"Benton, KY",KY,2007-03-30,true,,,2018-11-17 23:05:04,2018-11-17 23:05:04
125,814,Lawrence Sertoma 48 BarBQ,"Lawrence, KS",KS,2007-05-11,true,,,2018-11-17 23:05:04,2018-11-17 23:05:04
126,815,Sedalia Lions Blues & BBQ Fest,"Sedalia, MO",MO,2007-06-15,true,,,2018-11-17 23:05:04,2018-11-17 23:05:04
127,816,10th Annual Art of Barbeque,"Tulsa, OK",OK,2007-07-13,true,,,2018-11-17 23:05:05,2018-11-17 23:05:05
128,817,Leavenworth Charity BBQ Cookoff,"Leavenworth, KS",KS,2007-09-07,true,,,2018-11-17 23:05:05,2018-11-17 23:05:05
129,818,Brew-B-Q,"Independence, IA",IA,2007-09-21,true,,,2018-11-17 23:05:05,2018-11-17 23:05:05
130,819,Hermann BarBQ & Brats Festival,"Hermann, MO",MO,2007-09-28,true,,,2018-11-17 23:05:06,2018-11-17 23:05:06
131,820,28th Annual American Royal BBQ,"Kansas City, MO",MO,2007-10-05,true,,,2018-11-17 23:05:06,2018-11-17 23:05:06
132,821,Christmas on the River BarBQ,"Demopolis, AL",AL,2007-11-30,true,,,2018-11-17 23:05:06,2018-11-17 23:05:06
133,823,16th Annual State Barbeque Championship of Nebraska,"La Platte, NE",NE,2007-08-24,true,,,2018-11-17 23:05:07,2018-11-17 23:05:07
134,825,Southern Illinois Bluegrass & BBQ Festival,"Salem, IL",IL,2007-09-07,true,,,2018-11-17 23:05:07,2018-11-17 23:05:07
135,826,City of Cookeville Cookoff,"Cookeville, TN",TN,2007-09-07,true,,,2018-11-17 23:05:07,2018-11-17 23:05:07
136,828,Apple Blossom Barbecue,"St. Joseph, MO",MO,2007-05-04,true,,,2018-11-17 23:05:08,2018-11-17 23:05:08
137,829,"Boats, Blues & Barbeque","Pueblo, CO",CO,2007-06-08,true,,,2018-11-17 23:05:08,2018-11-17 23:05:08
138,830,Peculiar BBQ Roundup,"Peculiar, MO",MO,2007-07-20,true,,,2018-11-17 23:05:08,2018-11-17 23:05:08
139,831,17th Annual Dodge City Days BBQ,"Dodge City, KS",KS,2007-07-27,true,,,2018-11-17 23:05:09,2018-11-17 23:05:09
140,832,Maryland Barbeque Bash,"Bel Air, MD",MD,2007-08-10,true,,,2018-11-17 23:05:09,2018-11-17 23:05:09
141,833,Cape BBQ Fest,"Cape Girardeau, MO",MO,2007-08-24,true,,,2018-11-17 23:05:09,2018-11-17 23:05:09
142,834,Benton County Fair BBQ,"Ashland, MS",MS,2007-09-07,true,,,2018-11-17 23:05:10,2018-11-17 23:05:10
143,835,Blue Springs BBQ Blazeoff,"Blue Springs, MO",MO,2007-09-07,true,,,2018-11-17 23:05:10,2018-11-17 23:05:10
144,836,Carbondale Main Street Pig Out,"Carbondale, IL",IL,2007-09-14,true,,,2018-11-17 23:05:10,2018-11-17 23:05:10
145,838,Grillin' & Chillin' BBQ,"Owensboro, KY",KY,2007-09-28,true,,,2018-11-17 23:05:11,2018-11-17 23:05:11
146,843,Barbeque on the Farm (formerly BBQ on the River),"Yardley, PA",PA,2007-05-18,true,,,2018-11-17 23:05:11,2018-11-17 23:05:11
147,844,Tonganoxie Days BBQ,"Tonganoxie, KS",KS,2007-06-08,true,,,2018-11-17 23:05:11,2018-11-17 23:05:11
148,845,Dillard Bluegrass & Barbeque Festival,"Dillard, GA",GA,2007-08-03,true,,,2018-11-17 23:05:12,2018-11-17 23:05:12
149,846,Uniquely Union Festival,"Union, SC",SC,2007-09-14,true,,,2018-11-17 23:05:12,2018-11-17 23:05:12
150,850,Cookin' on the Kaw (formerly DeSoto Kill Creek BBQ),"DeSoto, KS",KS,2007-10-12,true,,,2018-11-17 23:05:12,2018-11-17 23:05:12
151,859,Thriftway Classic,"Aloha, OR",OR,2007-06-09,true,,,2018-11-17 23:05:12,2018-11-17 23:05:12
152,861,Chinook Winds Casino Smokin at the Ocean,"Lincoln City, OR",OR,2007-07-13,true,,,2018-11-17 23:05:13,2018-11-17 23:05:13
153,862,Western Regional BBQ Championships,"Albany, OR",OR,2007-08-17,true,,,2018-11-17 23:05:13,2018-11-17 23:05:13
154,863,Cherokee Strip BarBQue & Chili Cookoff,"Ponca City, OK",OK,2007-09-21,true,,,2018-11-17 23:05:13,2018-11-17 23:05:13
155,868,Bordertown Bash,"Fort Smith, AR",AR,2007-05-11,true,,,2018-11-17 23:05:14,2018-11-17 23:05:14
156,869,SpringFest 2007,"Cocoa, FL",FL,2007-05-03,false,,,2018-11-17 23:05:14,2018-11-17 23:05:14
157,870,BBQ in the Bluffs,"Council Bluffs, IA",IA,2007-05-11,true,,,2018-11-17 23:05:14,2018-11-17 23:05:14
158,872,Grand River BBQ & Fly In,"Chillicothe, MO",MO,2007-08-24,true,,,2018-11-17 23:05:15,2018-11-17 23:05:15
159,873,Colorado Pork and Hops Challenge,"Grand Junction, CO",CO,2007-09-21,true,,,2018-11-17 23:05:15,2018-11-17 23:05:15
160,875,Oregon State Fair BBQ,"Salem, OR",OR,2007-08-24,true,,,2018-11-17 23:05:15,2018-11-17 23:05:15
161,877,"Go Ahead, Make My BBQ Contest","Trenton, MO",MO,2007-06-15,true,,,2018-11-17 23:05:16,2018-11-17 23:05:16
162,878,South Dakota BBQ,"Huron, SD",SD,2007-06-01,true,,,2018-11-17 23:05:16,2018-11-17 23:05:16
163,879,"Red, White, & Bar-B-Q","Westmont, IL",IL,2007-05-26,true,,,2018-11-17 23:05:16,2018-11-17 23:05:16
164,880,Washington State Spring BBQ,"Lynnwood, WA",WA,2007-04-28,true,,,2018-11-17 23:05:17,2018-11-17 23:05:17
165,882,B-Town BBQ Cookoff,"Baldwyn, MS",MS,2007-06-01,false,,,2018-11-17 23:05:17,2018-11-17 23:05:17
166,883,Bates County Great American BBQ State Championship,"Butler, MO",MO,2007-09-07,true,,,2018-11-17 23:05:17,2018-11-17 23:05:17
167,884,Little Blue BBQ,"Fairbury, NE",NE,2007-09-07,true,,,2018-11-17 23:05:17,2018-11-17 23:05:17
168,885,Shawnee Great Grillers,"Shawnee, KS",KS,2007-09-21,true,,,2018-11-17 23:05:18,2018-11-17 23:05:18
169,886,Minnesota in May,"Austin, MN",MN,2007-05-18,true,,,2018-11-17 23:05:18,2018-11-17 23:05:18
170,888,Barbeque on the Bluff,"Aberdeen, MS",MS,2007-10-12,true,,,2018-11-17 23:05:18,2018-11-17 23:05:18
171,890,Paola Roots Festival,"Paola, KS",KS,2007-08-24,true,,,2018-11-17 23:05:19,2018-11-17 23:05:19
172,892,Smokin on the Square,"Gallatin, TN",TN,2007-10-05,true,,,2018-11-17 23:05:19,2018-11-17 23:05:19
173,893,Central Illinois Bragging Rights,"Arthur, IL",IL,2007-10-12,true,,,2018-11-17 23:05:19,2018-11-17 23:05:19
174,894,Hog Happnin',"Shelby, NC",NC,2007-11-02,true,,,2018-11-17 23:05:20,2018-11-17 23:05:20
175,895,Kansas City Hog Wild in Corinth MS,"Corinth, MS",MS,2007-10-04,true,,,2018-11-17 23:05:20,2018-11-17 23:05:20
176,896,Fort Scott Barbeque Championship,"Fort Scott, KS",KS,2007-06-01,true,,,2018-11-17 23:05:20,2018-11-17 23:05:20
177,903,Diamond State BBQ,"Dover, DE",DE,2007-10-19,true,,,2018-11-17 23:05:21,2018-11-17 23:05:21
178,904,Smokin in the Valley,"Maggie Valley, NC",NC,2007-09-28,true,,,2018-11-17 23:05:21,2018-11-17 23:05:21
179,905,13th Annual Riverfest,"Decatur, AL",AL,2007-09-21,true,,,2018-11-17 23:05:21,2018-11-17 23:05:21
180,907,Master Cut Red Hot & Real BBQ,"Clovis, CA",CA,2007-09-28,true,,,2018-11-17 23:05:22,2018-11-17 23:05:22
181,908,Arrowhead Ducks Unlimited,"Ankeny, IA",IA,2007-07-13,true,,,2018-11-17 23:05:22,2018-11-17 23:05:22
182,909,L-P-QUE BBQ,"Mt. Pleasant, IA",IA,2007-06-15,false,,,2018-11-17 23:05:22,2018-11-17 23:05:22
183,914,Cape Cod Rib & Brisket Festival,"Sandwich, MA",MA,2007-06-15,false,,,2018-11-17 23:05:22,2018-11-17 23:05:22
184,919,Squealin on the Square,"Laurens, SC",SC,2007-10-05,true,,,2018-11-17 23:05:23,2018-11-17 23:05:23
185,920,Rib'n & Brews Festival,"Lowell, MA",MA,2007-09-08,true,,,2018-11-17 23:05:23,2018-11-17 23:05:23
186,921,Remington Park BBQ,"Oklahoma City, OK",OK,2007-06-01,false,,,2018-11-17 23:05:23,2018-11-17 23:05:23
187,922,Plant City Pig Jam,"Plant City, FL",FL,2007-11-16,true,,,2018-11-17 23:05:24,2018-11-17 23:05:24
188,923,Riverwalk Crossings Rock'n BBQ on the Water,"Jenks, OK",OK,2007-10-12,true,,,2018-11-17 23:05:24,2018-11-17 23:05:24
189,924,When Pigs Fly,"McPherson, KS",KS,2007-08-24,true,,,2018-11-17 23:05:24,2018-11-17 23:05:24
190,934,Rubbin'-N-Racin',"Lakeville, CT",CT,2007-05-26,true,,,2018-11-17 23:05:25,2018-11-17 23:05:25
191,935,BluesAQue,"East Hartford, CT",CT,2007-06-23,true,,,2018-11-17 23:05:25,2018-11-17 23:05:25
192,936,Great State of Maine Grilling & BBQ Festival,"York, ME",ME,2007-08-04,true,,,2018-11-17 23:05:25,2018-11-17 23:05:25
193,938,Bridgeton King Pig BBQ,"Bridgeton, NJ",NJ,2007-09-14,true,,,2018-11-17 23:05:26,2018-11-17 23:05:26
194,939,Smoke in the Hollow BBQ Battle,"Springville, AL",AL,2007-07-13,true,,,2018-11-17 23:05:26,2018-11-17 23:05:26
195,940,Battle of the Brisket,"Mission, KS",KS,2007-09-14,true,,,2018-11-17 23:05:26,2018-11-17 23:05:26
196,941,Pigs & Peaches BBQ Contest,"Kennesaw, GA",GA,2007-08-10,true,,,2018-11-17 23:05:27,2018-11-17 23:05:27
197,942,Taylor Sweet Corn & BBQ Festival,"Taylor, AZ",AZ,2007-08-31,true,,,2018-11-17 23:05:27,2018-11-17 23:05:27
198,943,Smokin on the River,"Clinton, IA",IA,2007-07-06,true,,,2018-11-17 23:05:27,2018-11-17 23:05:27
199,944,Gator Hammock Wild Pig 'n Pepper Jam,"Felda, FL",FL,2007-12-31,true,,,2018-11-17 23:05:28,2018-11-17 23:05:28
200,945,Cass County Heritage Festival,"Belton, MO",MO,2007-05-04,true,,,2018-11-17 23:05:28,2018-11-17 23:05:28
