id,kcbs_competition_id,url,year,month,country,created_at,updated_at
22,797,https://www.kcbs.us/event/797/hy-vee-barry-road-cookoff,2007,4,1,2018-11-17 22:27:44,2018-11-17 22:27:44
23,632,https://www.kcbs.us/event/632/smokin-in-the-creek,2007,4,1,2018-11-17 22:27:44,2018-11-17 22:27:44
24,633,https://www.kcbs.us/event/633/osage-river-bottoms-bbq-blues-festival,2007,4,1,2018-11-17 22:27:44,2018-11-17 22:27:44
25,725,https://www.kcbs.us/event/725/smithfields-slammin-bbq-throw-down,2007,4,1,2018-11-17 22:27:44,2018-11-17 22:27:44
26,880,https://www.kcbs.us/event/880/washington-state-spring-bbq,2007,4,1,2018-11-17 22:27:44,2018-11-17 22:27:44
27,773,https://www.kcbs.us/event/773/whistle-stop-festival-rocket-city-bbq,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
28,869,https://www.kcbs.us/event/869/springfest-2007,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
29,634,https://www.kcbs.us/event/634/brew-blues-bbq,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
30,680,https://www.kcbs.us/event/680/mississippi-springfest,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
31,720,https://www.kcbs.us/event/720/celebration-cookoff,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
32,729,https://www.kcbs.us/event/729/kingsfordmastercut-modesto-state-bbq-championship,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
33,774,https://www.kcbs.us/event/774/that-barbeque-thang-in-the-spring,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
34,828,https://www.kcbs.us/event/828/apple-blossom-barbecue,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
35,945,https://www.kcbs.us/event/945/cass-county-heritage-festival,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
36,635,https://www.kcbs.us/event/635/bixby-bbq-blues-festival,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
37,636,https://www.kcbs.us/event/636/sundrop-country-bbq-cookoff,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
38,678,https://www.kcbs.us/event/678/platte-citybasswood-resort-bbq,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
39,768,https://www.kcbs.us/event/768/tiger-shrine-club-spring-fling,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
40,775,https://www.kcbs.us/event/775/malden-in-may-bbq,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
41,814,https://www.kcbs.us/event/814/lawrence-sertoma-48-barbq,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
42,868,https://www.kcbs.us/event/868/bordertown-bash,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
43,870,https://www.kcbs.us/event/870/bbq-in-the-bluffs,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
44,638,https://www.kcbs.us/event/638/boots-bbq,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
45,639,https://www.kcbs.us/event/639/chesapeake-jubilee-bbq-cookoff,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
46,640,https://www.kcbs.us/event/640/bloomin-barbeque-bluegrass,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
47,697,https://www.kcbs.us/event/697/2nd-annual-oklahoma-joes-bbq-cookoff-2007-world-brisket-open,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
48,728,https://www.kcbs.us/event/728/pigs-in-the-park,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
49,748,https://www.kcbs.us/event/748/beltway-barbeque-showdown,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
50,843,https://www.kcbs.us/event/843/barbeque-on-the-farm-formerly-bbq-on-the-river,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
51,886,https://www.kcbs.us/event/886/minnesota-in-may,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
52,641,https://www.kcbs.us/event/641/great-american-barbecue-contest,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
53,750,https://www.kcbs.us/event/750/best-dam-bbq,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
54,949,https://www.kcbs.us/event/949/angels-choice,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
55,879,https://www.kcbs.us/event/879/red-white-bar-b-q,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
56,934,https://www.kcbs.us/event/934/rubbin-n-racin,2007,5,1,2018-11-17 22:27:44,2018-11-17 22:27:44
57,642,https://www.kcbs.us/event/642/lincolnton-hog-happenin,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
58,719,https://www.kcbs.us/event/719/16th-annual-mclouth-bbq-blowout,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
59,751,https://www.kcbs.us/event/751/big-blue-barbeque,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
60,752,https://www.kcbs.us/event/752/georgia-barbecue-classic,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
61,796,https://www.kcbs.us/event/796/q-for-the-kids,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
62,799,https://www.kcbs.us/event/799/grasshopper-festival-bbq,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
63,878,https://www.kcbs.us/event/878/south-dakota-bbq,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
64,882,https://www.kcbs.us/event/882/b-town-bbq-cookoff,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
65,896,https://www.kcbs.us/event/896/fort-scott-barbeque-championship,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
66,921,https://www.kcbs.us/event/921/remington-park-bbq,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
67,696,https://www.kcbs.us/event/696/great-pork-barbeqlossal,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
68,643,https://www.kcbs.us/event/643/raytown-state-championship-bbq,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
69,644,https://www.kcbs.us/event/644/king-city-bbq-showdown,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
70,703,https://www.kcbs.us/event/703/blue-ridge-bbq-festival,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
71,753,https://www.kcbs.us/event/753/haleyville-rotary-club-9-1-1-backyard-bbq-cookoff,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
72,805,https://www.kcbs.us/event/805/variety-childrens-charity-bbq-bash,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
73,829,https://www.kcbs.us/event/829/boats-blues-barbeque,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
74,844,https://www.kcbs.us/event/844/tonganoxie-days-bbq,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
75,948,https://www.kcbs.us/event/948/go-for-the-gold-bbq-championship,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
76,994,https://www.kcbs.us/event/994/4th-annual-south-central-kansas-masters-bbq-championship,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
77,859,https://www.kcbs.us/event/859/thriftway-classic,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
78,645,https://www.kcbs.us/event/645/state-center-bbq-championship,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
79,647,https://www.kcbs.us/event/647/elk-grove-rotary-ribfest-2007,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
80,648,https://www.kcbs.us/event/648/colorado-barbecue-challenge,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
81,776,https://www.kcbs.us/event/776/smokin-in-hell-creek,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
82,815,https://www.kcbs.us/event/815/sedalia-lions-blues-bbq-fest,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
83,877,https://www.kcbs.us/event/877/go-ahead-make-my-bbq-contest,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
84,909,https://www.kcbs.us/event/909/l-p-que-bbq,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
85,914,https://www.kcbs.us/event/914/cape-cod-rib-brisket-festival,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
86,957,https://www.kcbs.us/event/957/ribs-rides-rythm-more,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
87,966,https://www.kcbs.us/event/966/pigs-can-fly-bbq-cookoff,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
88,649,https://www.kcbs.us/event/649/tennessee-heritage-barbecue-festival,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
89,651,https://www.kcbs.us/event/651/att-tn-state-championship-bbq-cook-off,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
90,652,https://www.kcbs.us/event/652/smokn-in-the-ozarks,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
91,653,https://www.kcbs.us/event/653/26th-annual-great-lenexa-barbeque-battle,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
92,754,https://www.kcbs.us/event/754/rock-n-ribfest,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
93,777,https://www.kcbs.us/event/777/iowa-state-bbq-championship,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
94,935,https://www.kcbs.us/event/935/bluesaque,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
95,654,https://www.kcbs.us/event/654/squealin-on-the-square,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
96,655,https://www.kcbs.us/event/655/lake-placid-ny-i-love-bbq-festival,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
97,683,https://www.kcbs.us/event/683/crossroads-bbq-cookoff,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
98,755,https://www.kcbs.us/event/755/the-taste-of-freedom-barbeque-cookoff,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
99,965,https://www.kcbs.us/event/965/shake-rattle-and-smoke,2007,6,1,2018-11-17 22:27:45,2018-11-17 22:27:45
100,656,https://www.kcbs.us/event/656/kiwanis-club-of-durangos-smokin-4th-bbq-shootout,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
101,943,https://www.kcbs.us/event/943/smokin-on-the-river,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
102,778,https://www.kcbs.us/event/778/8th-annual-central-ks-bbq-chest-to-chest-brisket-invitational,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
103,658,https://www.kcbs.us/event/658/illinois-state-championship-butt-to-butt-pork-invitational,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
104,681,https://www.kcbs.us/event/681/johnson-county-fair-bbq,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
105,682,https://www.kcbs.us/event/682/sc-festival-of-discovery,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
106,779,https://www.kcbs.us/event/779/taste-of-grand-rapids-bbq-competition,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
107,800,https://www.kcbs.us/event/800/new-jersey-state-bbq-championship,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
108,816,https://www.kcbs.us/event/816/10th-annual-art-of-barbeque,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
109,861,https://www.kcbs.us/event/861/chinook-winds-casino-smokin-at-the-ocean,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
110,908,https://www.kcbs.us/event/908/arrowhead-ducks-unlimited,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
111,939,https://www.kcbs.us/event/939/smoke-in-the-hollow-bbq-battle,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
112,973,https://www.kcbs.us/event/973/gary-silveys-backyard-bbq-cookoff,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
113,659,https://www.kcbs.us/event/659/riverfest-red-white-que,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
114,660,https://www.kcbs.us/event/660/wild-blue-barbeque,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
115,721,https://www.kcbs.us/event/721/bbqloo-blues-too,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
116,756,https://www.kcbs.us/event/756/4th-annual-anthony-downs-bbq-cookoff,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
117,772,https://www.kcbs.us/event/772/2nd-annual-crow-river-bbq,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
118,780,https://www.kcbs.us/event/780/glasgow-tri-county-jamborees-smokin-on-the-river,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
119,789,https://www.kcbs.us/event/789/third-annual-up-hog-wild,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
120,830,https://www.kcbs.us/event/830/peculiar-bbq-roundup,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
121,688,https://www.kcbs.us/event/688/up-in-smoke-bbq-bash,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
122,726,https://www.kcbs.us/event/726/boone-county-fair-bbq-contest,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
123,804,https://www.kcbs.us/event/804/2nd-annual-chesapeake-bay-bbq-cookoff,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
124,831,https://www.kcbs.us/event/831/17th-annual-dodge-city-days-bbq,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
125,967,https://www.kcbs.us/event/967/smoke-on-the-alleghney,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
126,781,https://www.kcbs.us/event/781/the-harpoon-championship-of-new-england,2007,7,1,2018-11-17 22:27:46,2018-11-17 22:27:46
127,661,https://www.kcbs.us/event/661/laurie-hillbilly-bbq-cookoff,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
128,757,https://www.kcbs.us/event/757/wild-west-barbecue,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
129,782,https://www.kcbs.us/event/782/lynch-livestock-pig-stampede,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
130,845,https://www.kcbs.us/event/845/dillard-bluegrass-barbeque-festival,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
131,985,https://www.kcbs.us/event/985/smokin-in-the-root,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
132,936,https://www.kcbs.us/event/936/great-state-of-maine-grilling-bbq-festival,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
133,662,https://www.kcbs.us/event/662/axtell-smokeeaters-bbq,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
134,718,https://www.kcbs.us/event/718/the-greater-emporia-bbq-festival,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
135,783,https://www.kcbs.us/event/783/bbq-at-the-summit,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
136,832,https://www.kcbs.us/event/832/maryland-barbeque-bash,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
137,941,https://www.kcbs.us/event/941/pigs-peaches-bbq-contest,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
138,684,https://www.kcbs.us/event/684/bbq-on-the-river-fly-in,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
139,686,https://www.kcbs.us/event/686/flint-hills-beef-fest-blues-bbq,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
140,758,https://www.kcbs.us/event/758/great-pacific-bbq-bluegrass-festival,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
141,760,https://www.kcbs.us/event/760/madison-ribberfest-bbq-blues-balloons,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
142,803,https://www.kcbs.us/event/803/amazin-blazin-bbq-cookoff,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
143,862,https://www.kcbs.us/event/862/western-regional-bbq-championships,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
144,958,https://www.kcbs.us/event/958/3rd-annual-wyoming-state-championship-and-bluegrass-festival,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
145,963,https://www.kcbs.us/event/963/west-coast-bbq-championships,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
146,964,https://www.kcbs.us/event/964/missouri-state-fair-show-me-the-que,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
147,663,https://www.kcbs.us/event/663/hudson-valley-ribfest,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
148,704,https://www.kcbs.us/event/704/princeton-rotary-burning-down-the-fox,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
149,784,https://www.kcbs.us/event/784/stokin-the-fire-bbq-festival,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
150,808,https://www.kcbs.us/event/808/new-holland-summer-fest,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
151,823,https://www.kcbs.us/event/823/16th-annual-state-barbeque-championship-of-nebraska,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
152,833,https://www.kcbs.us/event/833/cape-bbq-fest,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
153,872,https://www.kcbs.us/event/872/grand-river-bbq-fly-in,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
154,875,https://www.kcbs.us/event/875/oregon-state-fair-bbq,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
155,890,https://www.kcbs.us/event/890/paola-roots-festival,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
156,924,https://www.kcbs.us/event/924/when-pigs-fly,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
157,975,https://www.kcbs.us/event/975/rock-ribs,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
158,976,https://www.kcbs.us/event/976/southern-national-bbq-championship-at-boone-hall-plantation,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
159,983,https://www.kcbs.us/event/983/hogstock-iii,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
160,984,https://www.kcbs.us/event/984/cass-county-square-off,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
161,705,https://www.kcbs.us/event/705/smokin-behind-the-barn,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
162,942,https://www.kcbs.us/event/942/taylor-sweet-corn-bbq-festival,2007,8,1,2018-11-17 22:27:46,2018-11-17 22:27:46
163,995,https://www.kcbs.us/event/995/1st-annual-throwdown-on-the-river-bbq-competition,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
164,664,https://www.kcbs.us/event/664/florence-labor-day-bbq-cookoff,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
165,785,https://www.kcbs.us/event/785/ben-biken-bbq-bash,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
166,806,https://www.kcbs.us/event/806/bikes-boogie-barbeque,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
167,817,https://www.kcbs.us/event/817/leavenworth-charity-bbq-cookoff,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
168,826,https://www.kcbs.us/event/826/city-of-cookeville-cookoff,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
169,825,https://www.kcbs.us/event/825/southern-illinois-bluegrass-bbq-festival,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
170,834,https://www.kcbs.us/event/834/benton-county-fair-bbq,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
171,835,https://www.kcbs.us/event/835/blue-springs-bbq-blazeoff,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
172,883,https://www.kcbs.us/event/883/bates-county-great-american-bbq-state-championship,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
173,884,https://www.kcbs.us/event/884/little-blue-bbq,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
174,950,https://www.kcbs.us/event/950/roots-n-blues,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
175,920,https://www.kcbs.us/event/920/ribn-brews-festival,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
176,968,https://www.kcbs.us/event/968/hamilton-township-bbq-cookoff,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
177,666,https://www.kcbs.us/event/666/smoke-on-the-water-championship-bbq-cookoff,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
178,722,https://www.kcbs.us/event/722/silver-lake-sand-dunes-bbq,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
179,727,https://www.kcbs.us/event/727/atchison-elks-smokin-good-time-bbq,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
180,730,https://www.kcbs.us/event/730/smoke-in-the-air-state-champ,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
181,836,https://www.kcbs.us/event/836/carbondale-main-street-pig-out,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
182,846,https://www.kcbs.us/event/846/uniquely-union-festival,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
183,938,https://www.kcbs.us/event/938/bridgeton-king-pig-bbq,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
184,940,https://www.kcbs.us/event/940/battle-of-the-brisket,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
185,947,https://www.kcbs.us/event/947/jesse-james-barbeque-cookout,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
186,801,https://www.kcbs.us/event/801/harvard-fall-festival-bbq-cookoff,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
187,991,https://www.kcbs.us/event/991/2nd-annual-jim-dandys-bbq-cookoff,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
188,786,https://www.kcbs.us/event/786/zoo-b-que-2,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
189,818,https://www.kcbs.us/event/818/brew-b-q,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
190,863,https://www.kcbs.us/event/863/cherokee-strip-barbque-chili-cookoff,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
191,873,https://www.kcbs.us/event/873/colorado-pork-and-hops-challenge,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
192,885,https://www.kcbs.us/event/885/shawnee-great-grillers,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
193,905,https://www.kcbs.us/event/905/13th-annual-riverfest,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
194,763,https://www.kcbs.us/event/763/the-big-pig-gig,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
195,807,https://www.kcbs.us/event/807/oinktoberfest,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
196,809,https://www.kcbs.us/event/809/fiddlin-brewin-barbqn,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
197,819,https://www.kcbs.us/event/819/hermann-barbq-brats-festival,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
198,838,https://www.kcbs.us/event/838/grillin-chillin-bbq,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
199,904,https://www.kcbs.us/event/904/smokin-in-the-valley,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
200,907,https://www.kcbs.us/event/907/master-cut-red-hot-real-bbq,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
201,979,https://www.kcbs.us/event/979/river-city-roundup,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
202,987,https://www.kcbs.us/event/987/kurzweils-fall-fling,2007,9,1,2018-11-17 22:27:47,2018-11-17 22:27:47
203,895,https://www.kcbs.us/event/895/kansas-city-hog-wild-in-corinth-ms,2007,10,1,2018-11-17 22:27:48,2018-11-17 22:27:48
204,667,https://www.kcbs.us/event/667/bikes-blues-bbq,2007,10,1,2018-11-17 22:27:48,2018-11-17 22:27:48
205,820,https://www.kcbs.us/event/820/28th-annual-american-royal-bbq,2007,10,1,2018-11-17 22:27:48,2018-11-17 22:27:48
206,892,https://www.kcbs.us/event/892/smokin-on-the-square,2007,10,1,2018-11-17 22:27:48,2018-11-17 22:27:48
207,919,https://www.kcbs.us/event/919/squealin-on-the-square,2007,10,1,2018-11-17 22:27:48,2018-11-17 22:27:48
208,946,https://www.kcbs.us/event/946/overmountain-music-jamboree-bbq-cookoff,2007,10,1,2018-11-17 22:27:48,2018-11-17 22:27:48
